test-apps/PySnooper,pysnooper.pycompat
test-apps/PySnooper,pysnooper.utils
test-apps/PySnooper,pysnooper.variables
test-apps/ansible/lib,ansible.config.data
test-apps/ansible/lib,ansible.config.manager
test-apps/ansible/lib,ansible.context
test-apps/ansible/lib,ansible.executor.discovery.python_target
test-apps/ansible/lib,ansible.executor.powershell.module_manifest
test-apps/ansible/lib,ansible.executor.stats
test-apps/ansible/lib,ansible.executor.task_result
test-apps/ansible/lib,ansible.inventory.helpers
test-apps/ansible/lib,ansible.inventory.host
test-apps/ansible/lib,ansible.module_utils.common._utils
test-apps/ansible/lib,ansible.module_utils.common.arg_spec
test-apps/ansible/lib,ansible.module_utils.common.collections
test-apps/ansible/lib,ansible.module_utils.common.dict_transformations
test-apps/ansible/lib,ansible.module_utils.common.json
test-apps/ansible/lib,ansible.module_utils.common.locale
test-apps/ansible/lib,ansible.module_utils.common.network
test-apps/ansible/lib,ansible.module_utils.common.parameters
test-apps/ansible/lib,ansible.module_utils.common.process
test-apps/ansible/lib,ansible.module_utils.common.sys_info
test-apps/ansible/lib,ansible.module_utils.common.validation
test-apps/ansible/lib,ansible.module_utils.compat.version
test-apps/ansible/lib,ansible.module_utils.facts.collector
test-apps/ansible/lib,ansible.module_utils.facts.compat
test-apps/ansible/lib,ansible.module_utils.facts.hardware.aix
test-apps/ansible/lib,ansible.module_utils.facts.hardware.darwin
test-apps/ansible/lib,ansible.module_utils.facts.hardware.freebsd
test-apps/ansible/lib,ansible.module_utils.facts.hardware.hpux
test-apps/ansible/lib,ansible.module_utils.facts.hardware.hurd
test-apps/ansible/lib,ansible.module_utils.facts.hardware.netbsd
test-apps/ansible/lib,ansible.module_utils.facts.hardware.openbsd
test-apps/ansible/lib,ansible.module_utils.facts.hardware.sunos
test-apps/ansible/lib,ansible.module_utils.facts.network.aix
test-apps/ansible/lib,ansible.module_utils.facts.network.darwin
test-apps/ansible/lib,ansible.module_utils.facts.network.fc_wwn
test-apps/ansible/lib,ansible.module_utils.facts.network.generic_bsd
test-apps/ansible/lib,ansible.module_utils.facts.network.hpux
test-apps/ansible/lib,ansible.module_utils.facts.network.hurd
test-apps/ansible/lib,ansible.module_utils.facts.network.linux
test-apps/ansible/lib,ansible.module_utils.facts.network.sunos
test-apps/ansible/lib,ansible.module_utils.facts.other.facter
test-apps/ansible/lib,ansible.module_utils.facts.other.ohai
test-apps/ansible/lib,ansible.module_utils.facts.packages
test-apps/ansible/lib,ansible.module_utils.facts.sysctl
test-apps/ansible/lib,ansible.module_utils.facts.system.apparmor
test-apps/ansible/lib,ansible.module_utils.facts.system.caps
test-apps/ansible/lib,ansible.module_utils.facts.system.chroot
test-apps/ansible/lib,ansible.module_utils.facts.system.cmdline
test-apps/ansible/lib,ansible.module_utils.facts.system.date_time
test-apps/ansible/lib,ansible.module_utils.facts.system.distribution
test-apps/ansible/lib,ansible.module_utils.facts.system.dns
test-apps/ansible/lib,ansible.module_utils.facts.system.fips
test-apps/ansible/lib,ansible.module_utils.facts.system.local
test-apps/ansible/lib,ansible.module_utils.facts.system.lsb
test-apps/ansible/lib,ansible.module_utils.facts.system.platform
test-apps/ansible/lib,ansible.module_utils.facts.system.python
test-apps/ansible/lib,ansible.module_utils.facts.system.selinux
test-apps/ansible/lib,ansible.module_utils.facts.system.service_mgr
test-apps/ansible/lib,ansible.module_utils.facts.system.ssh_pub_keys
test-apps/ansible/lib,ansible.module_utils.facts.system.user
test-apps/ansible/lib,ansible.module_utils.facts.virtual.freebsd
test-apps/ansible/lib,ansible.module_utils.facts.virtual.hpux
test-apps/ansible/lib,ansible.module_utils.facts.virtual.linux
test-apps/ansible/lib,ansible.module_utils.facts.virtual.netbsd
test-apps/ansible/lib,ansible.module_utils.facts.virtual.openbsd
test-apps/ansible/lib,ansible.module_utils.facts.virtual.sunos
test-apps/ansible/lib,ansible.module_utils.facts.virtual.sysctl
test-apps/ansible/lib,ansible.module_utils.pycompat24
test-apps/ansible/lib,ansible.module_utils.splitter
test-apps/ansible/lib,ansible.module_utils.yumdnf
test-apps/ansible/lib,ansible.modules.apt_repository
test-apps/ansible/lib,ansible.modules.command
test-apps/ansible/lib,ansible.modules.cron
test-apps/ansible/lib,ansible.modules.dnf
test-apps/ansible/lib,ansible.modules.expect
test-apps/ansible/lib,ansible.modules.getent
test-apps/ansible/lib,ansible.modules.lineinfile
test-apps/ansible/lib,ansible.modules.pip
test-apps/ansible/lib,ansible.modules.replace
test-apps/ansible/lib,ansible.modules.rpm_key
test-apps/ansible/lib,ansible.modules.subversion
test-apps/ansible/lib,ansible.modules.systemd
test-apps/ansible/lib,ansible.modules.sysvinit
test-apps/ansible/lib,ansible.modules.yum_repository
test-apps/ansible/lib,ansible.parsing.ajson
test-apps/ansible/lib,ansible.parsing.mod_args
test-apps/ansible/lib,ansible.parsing.quoting
test-apps/ansible/lib,ansible.parsing.utils.addresses
test-apps/ansible/lib,ansible.parsing.utils.jsonify
test-apps/ansible/lib,ansible.parsing.utils.yaml
test-apps/ansible/lib,ansible.parsing.yaml.dumper
test-apps/ansible/lib,ansible.parsing.yaml.loader
test-apps/ansible/lib,ansible.parsing.yaml.objects
test-apps/ansible/lib,ansible.playbook.attribute
test-apps/ansible/lib,ansible.playbook.block
test-apps/ansible/lib,ansible.playbook.collectionsearch
test-apps/ansible/lib,ansible.playbook.handler_task_include
test-apps/ansible/lib,ansible.playbook.play
test-apps/ansible/lib,ansible.playbook.role.include
test-apps/ansible/lib,ansible.playbook.role.metadata
test-apps/ansible/lib,ansible.playbook.taggable
test-apps/ansible/lib,ansible.playbook.task
test-apps/ansible/lib,ansible.plugins.action.assemble
test-apps/ansible/lib,ansible.plugins.action.assert
test-apps/ansible/lib,ansible.plugins.action.copy
test-apps/ansible/lib,ansible.plugins.action.debug
test-apps/ansible/lib,ansible.plugins.action.fail
test-apps/ansible/lib,ansible.plugins.action.gather_facts
test-apps/ansible/lib,ansible.plugins.action.group_by
test-apps/ansible/lib,ansible.plugins.action.include_vars
test-apps/ansible/lib,ansible.plugins.action.normal
test-apps/ansible/lib,ansible.plugins.action.service
test-apps/ansible/lib,ansible.plugins.action.set_fact
test-apps/ansible/lib,ansible.plugins.action.set_stats
test-apps/ansible/lib,ansible.plugins.action.shell
test-apps/ansible/lib,ansible.plugins.action.validate_argument_spec
test-apps/ansible/lib,ansible.plugins.become.su
test-apps/ansible/lib,ansible.plugins.become.sudo
test-apps/ansible/lib,ansible.plugins.cache.jsonfile
test-apps/ansible/lib,ansible.plugins.callback.default
test-apps/ansible/lib,ansible.plugins.callback.junit
test-apps/ansible/lib,ansible.plugins.callback.minimal
test-apps/ansible/lib,ansible.plugins.callback.oneline
test-apps/ansible/lib,ansible.plugins.callback.tree
test-apps/ansible/lib,ansible.plugins.filter.core
test-apps/ansible/lib,ansible.plugins.filter.encryption
test-apps/ansible/lib,ansible.plugins.filter.urls
test-apps/ansible/lib,ansible.plugins.filter.urlsplit
test-apps/ansible/lib,ansible.plugins.inventory.advanced_host_list
test-apps/ansible/lib,ansible.plugins.inventory.auto
test-apps/ansible/lib,ansible.plugins.inventory.constructed
test-apps/ansible/lib,ansible.plugins.inventory.generator
test-apps/ansible/lib,ansible.plugins.inventory.host_list
test-apps/ansible/lib,ansible.plugins.inventory.ini
test-apps/ansible/lib,ansible.plugins.inventory.yaml
test-apps/ansible/lib,ansible.plugins.lookup.config
test-apps/ansible/lib,ansible.plugins.lookup.csvfile
test-apps/ansible/lib,ansible.plugins.lookup.first_found
test-apps/ansible/lib,ansible.plugins.lookup.ini
test-apps/ansible/lib,ansible.plugins.lookup.nested
test-apps/ansible/lib,ansible.plugins.lookup.random_choice
test-apps/ansible/lib,ansible.plugins.lookup.subelements
test-apps/ansible/lib,ansible.plugins.lookup.together
test-apps/ansible/lib,ansible.plugins.lookup.varnames
test-apps/ansible/lib,ansible.plugins.lookup.vars
test-apps/ansible/lib,ansible.plugins.vars.host_group_vars
test-apps/ansible/lib,ansible.template.native_helpers
test-apps/ansible/lib,ansible.template.safe_eval
test-apps/ansible/lib,ansible.template.vars
test-apps/ansible/lib,ansible.utils.collection_loader._collection_config
test-apps/ansible/lib,ansible.utils.collection_loader._collection_finder
test-apps/ansible/lib,ansible.utils.color
test-apps/ansible/lib,ansible.utils.context_objects
test-apps/ansible/lib,ansible.utils.helpers
test-apps/ansible/lib,ansible.utils.listify
test-apps/ansible/lib,ansible.utils.lock
test-apps/ansible/lib,ansible.utils.py3compat
test-apps/ansible/lib,ansible.utils.singleton
test-apps/ansible/lib,ansible.utils.unsafe_proxy
test-apps/ansible/lib,ansible.utils.vars
test-apps/ansible/lib,ansible.vars.hostvars
test-apps/ansible/lib,ansible.vars.plugins
test-apps/ansible/lib,ansible.vars.reserved
test-apps/black/src,blib2to3.pgen2.grammar
test-apps/black/src,blib2to3.pgen2.literals
test-apps/black/src,blib2to3.pgen2.parse
test-apps/black/src,blib2to3.pytree
test-apps/cookiecutter,cookiecutter.find
test-apps/cookiecutter,cookiecutter.replay
test-apps/docstring_parser,docstring_parser.common
test-apps/docstring_parser,docstring_parser.numpydoc
test-apps/docstring_parser,docstring_parser.parser
test-apps/docstring_parser,docstring_parser.rest
test-apps/flutes,flutes.iterator
test-apps/flutes,flutes.structure
test-apps/flutes,flutes.timing
test-apps/flutils,flutils.codecs.b64
test-apps/flutils,flutils.decorators
test-apps/flutils,flutils.namedtupleutils
test-apps/flutils,flutils.objutils
test-apps/flutils,flutils.packages
test-apps/flutils,flutils.setuputils.cfg
test-apps/httpie,httpie.cli.argparser
test-apps/httpie,httpie.cli.requestitems
test-apps/httpie,httpie.models
test-apps/httpie,httpie.output.formatters.colors
test-apps/httpie,httpie.output.formatters.headers
test-apps/httpie,httpie.output.formatters.json
test-apps/httpie,httpie.plugins.base
test-apps/httpie,httpie.plugins.manager
test-apps/httpie,httpie.utils
test-apps/mimesis,mimesis.builtins.en
test-apps/mimesis,mimesis.builtins.pt_br
test-apps/mimesis,mimesis.builtins.ru
test-apps/mimesis,mimesis.providers.address
test-apps/mimesis,mimesis.providers.base
test-apps/mimesis,mimesis.providers.choice
test-apps/mimesis,mimesis.providers.path
test-apps/mimesis,mimesis.random
test-apps/mimesis,mimesis.schema
test-apps/py-backwards,py_backwards.conf
test-apps/py-backwards,py_backwards.files
test-apps/py-backwards,py_backwards.transformers.base
test-apps/py-backwards,py_backwards.transformers.dict_unpacking
test-apps/py-backwards,py_backwards.transformers.metaclass
test-apps/py-backwards,py_backwards.transformers.python2_future
test-apps/py-backwards,py_backwards.transformers.return_from_generator
test-apps/py-backwards,py_backwards.transformers.six_moves
test-apps/py-backwards,py_backwards.transformers.starred_unpacking
test-apps/py-backwards,py_backwards.transformers.string_types
test-apps/py-backwards,py_backwards.transformers.super_without_arguments
test-apps/py-backwards,py_backwards.transformers.yield_from
test-apps/py-backwards,py_backwards.types
test-apps/py-backwards,py_backwards.utils.snippet
test-apps/pyMonet,pymonet.box
test-apps/pyMonet,pymonet.either
test-apps/pyMonet,pymonet.immutable_list
test-apps/pyMonet,pymonet.lazy
test-apps/pyMonet,pymonet.maybe
test-apps/pyMonet,pymonet.monad_try
test-apps/pyMonet,pymonet.semigroups
test-apps/pyMonet,pymonet.task
test-apps/pyMonet,pymonet.utils
test-apps/pyMonet,pymonet.validation
test-apps/pypara,pypara.accounting.journaling
test-apps/pypara,pypara.commons.errors
test-apps/pypara,pypara.exchange
test-apps/python-semantic-release,semantic_release.ci_checks
test-apps/python-semantic-release,semantic_release.settings
test-apps/python-string-utils,string_utils.generation
test-apps/python-string-utils,string_utils.manipulation
test-apps/pytutils,pytutils.env
test-apps/pytutils,pytutils.excs
test-apps/pytutils,pytutils.lazy.lazy_import
test-apps/pytutils,pytutils.lazy.lazy_regex
test-apps/pytutils,pytutils.lazy.simple_import
test-apps/pytutils,pytutils.path
test-apps/pytutils,pytutils.props
test-apps/pytutils,pytutils.python
test-apps/pytutils,pytutils.trees
test-apps/pytutils,pytutils.urls
test-apps/thefuck,thefuck.rules.django_south_merge
test-apps/thonny,thonny.jedi_utils
test-apps/thonny,thonny.plugins.pgzero_frontend
test-apps/thonny,thonny.roughparse
test-apps/tornado,tornado.escape
test-apps/tornado,tornado.queues
test-apps/tornado,tornado.util
test-apps/typesystem,typesystem.base
test-apps/typesystem,typesystem.composites
test-apps/typesystem,typesystem.formats
test-apps/typesystem,typesystem.tokenize.positional_validation
test-apps/typesystem,typesystem.tokenize.tokenize_json
test-apps/typesystem,typesystem.tokenize.tokenize_yaml
test-apps/youtube-dl,youtube_dl.aes
test-apps/youtube-dl,youtube_dl.downloader.common
test-apps/youtube-dl,youtube_dl.downloader.dash
test-apps/youtube-dl,youtube_dl.downloader.fragment
test-apps/youtube-dl,youtube_dl.downloader.hls
test-apps/youtube-dl,youtube_dl.extractor.archiveorg
test-apps/youtube-dl,youtube_dl.extractor.eitb
test-apps/youtube-dl,youtube_dl.extractor.fourtube
test-apps/youtube-dl,youtube_dl.extractor.glide
test-apps/youtube-dl,youtube_dl.extractor.heise
test-apps/youtube-dl,youtube_dl.extractor.hitrecord
test-apps/youtube-dl,youtube_dl.extractor.itv
test-apps/youtube-dl,youtube_dl.extractor.konserthusetplay
test-apps/youtube-dl,youtube_dl.extractor.nrk
test-apps/youtube-dl,youtube_dl.extractor.safari
test-apps/youtube-dl,youtube_dl.extractor.soundgasm
test-apps/youtube-dl,youtube_dl.extractor.tf1
test-apps/youtube-dl,youtube_dl.extractor.thestar
test-apps/youtube-dl,youtube_dl.extractor.tudou
test-apps/youtube-dl,youtube_dl.extractor.walla
test-apps/youtube-dl,youtube_dl.extractor.zdf
test-apps/youtube-dl,youtube_dl.jsinterp
test-apps/youtube-dl,youtube_dl.postprocessor.common
test-apps/youtube-dl,youtube_dl.postprocessor.metadatafromtitle
test-apps/youtube-dl,youtube_dl.postprocessor.xattrpp
test-apps/youtube-dl,youtube_dl.socks
test-apps/youtube-dl,youtube_dl.swfinterp